Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
12744573,21063,Female,Loyal Customer,18,Personal Travel,Eco,1016,1,5,1,1,2,0,2,2,3,2,4,5,4,2,0,0.0,neutral or dissatisfied
1580578,38027,Male,Loyal Customer,30,Personal Travel,Eco,905,4,1,4,4,4,4,3,1,1,1,1,2,1,4,0,0.0,neutral or dissatisfied
1700293,89710,Male,disloyal Customer,31,Business travel,Eco Plus,2224,2,2,2,2,1,2,1,1,4,5,4,5,4,1,3,20.0,neutral or dissatisfied
3289693,62989,Female,disloyal Customer,32,Business travel,Business,2241,2,2,4,3,1,2,2,1,4,3,4,4,4,1,49,14.0,neutral or dissatisfied
10651665,119857,Female,Loyal Customer,62,Personal Travel,Eco,892,4,5,4,5,4,4,4,2,2,3,2,1,2,4,17,11.0,neutral or dissatisfied
10093528,107137,Female,Loyal Customer,49,Business travel,Business,3794,2,0,5,5,2,2,3,2,4,5,4,4,4,4,13,3.0,neutral or dissatisfied
5436606,35099,Male,Loyal Customer,35,Personal Travel,Eco,1086,1,4,1,3,3,1,3,3,1,3,3,4,2,3,39,67.0,neutral or dissatisfied
2361157,53231,Male,Loyal Customer,17,Business travel,Eco Plus,2161,1,2,2,3,2,2,2,2,1,1,2,2,4,2,2,45.0,neutral or dissatisfied
15579801,2100,Male,Loyal Customer,16,Business travel,Business,1135,5,5,5,2,3,4,1,3,4,2,4,3,4,3,0,0.0,satisfied
14797919,87644,Female,Loyal Customer,26,Personal Travel,Eco,2040,2,5,5,5,4,2,4,4,3,3,2,5,5,4,0,0.0,neutral or dissatisfied
16664604,20942,Female,Loyal Customer,46,Business travel,Business,3071,3,1,1,5,3,3,3,0,0,1,2,3,0,3,0,0.0,neutral or dissatisfied
6059167,46336,Female,disloyal Customer,18,Business travel,Eco,65,5,1,5,1,3,2,3,3,1,2,3,2,2,3,68,23.0,neutral or dissatisfied
4899178,31457,Female,Loyal Customer,44,Business travel,Eco Plus,859,2,2,2,2,2,3,2,4,4,4,3,1,4,2,27,27.0,neutral or dissatisfied
4815863,104346,Male,Loyal Customer,62,Personal Travel,Eco Plus,440,2,1,2,3,2,2,2,2,1,3,3,2,3,2,3,0.0,neutral or dissatisfied
542630,17164,Male,Loyal Customer,33,Business travel,Business,157,5,5,5,5,3,5,4,5,3,5,5,5,5,3,10,0.0,satisfied
8988035,24197,Female,Loyal Customer,47,Personal Travel,Eco,1142,4,1,4,1,5,5,5,5,3,4,5,5,4,5,5,4.0,satisfied
15862544,125055,Female,disloyal Customer,39,Business travel,Business,190,3,3,3,3,5,3,2,5,1,3,5,3,4,5,0,0.0,neutral or dissatisfied
2816743,90964,Male,Loyal Customer,7,Personal Travel,Eco,359,3,3,3,3,5,4,5,5,4,4,5,5,4,5,0,15.0,neutral or dissatisfied
10536164,46767,Female,Loyal Customer,18,Personal Travel,Eco,1042,1,5,1,5,4,4,4,4,1,1,1,3,1,4,0,0.0,satisfied
13010295,125583,Female,Loyal Customer,11,Personal Travel,Eco,934,1,1,1,5,3,1,3,3,1,1,3,3,3,4,20,19.0,neutral or dissatisfied
7336206,53482,Female,Loyal Customer,34,Business travel,Business,1068,2,3,5,5,5,2,5,5,1,1,5,3,1,4,13,83.0,neutral or dissatisfied
16569977,124996,Female,Loyal Customer,37,Business travel,Business,2201,2,4,2,1,2,2,3,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied
917089,125790,Female,disloyal Customer,31,Business travel,Eco,350,4,4,1,3,1,2,1,1,3,3,5,2,4,1,0,0.0,neutral or dissatisfied
6259503,62861,Male,Loyal Customer,25,Personal Travel,Eco,1195,4,4,4,3,3,2,3,3,1,3,3,3,3,3,10,10.0,neutral or dissatisfied
15793714,2086,Male,Loyal Customer,57,Business travel,Business,463,4,4,4,4,4,4,1,4,4,5,5,2,5,1,0,2.0,satisfied
16224075,80612,Female,Loyal Customer,56,Business travel,Business,3137,4,4,4,4,4,4,4,4,4,3,4,3,3,4,0,0.0,satisfied
5956691,1845,Male,disloyal Customer,28,Business travel,Business,218,4,4,4,1,2,4,5,3,4,4,4,3,4,4,70,77.0,satisfied
8814502,35564,Male,Loyal Customer,33,Business travel,Business,682,4,4,4,1,2,4,5,4,3,4,5,5,5,4,0,11.0,satisfied
7667012,85914,Female,Loyal Customer,60,Business travel,Business,3291,3,1,3,3,3,5,3,3,3,3,3,1,3,3,17,33.0,neutral or dissatisfied
3966578,59140,Male,Loyal Customer,41,Business travel,Eco,757,2,1,1,1,5,5,4,2,2,2,2,5,2,3,9,0.0,neutral or dissatisfied
13652301,48293,Male,Loyal Customer,52,Personal Travel,Business,1017,2,4,3,3,5,5,1,4,4,4,4,5,4,5,0,229.0,neutral or dissatisfied
15034435,89025,Male,Loyal Customer,29,Business travel,Business,2342,1,1,1,1,5,1,2,5,3,5,5,3,5,5,12,4.0,neutral or dissatisfied
2529259,8709,Female,Loyal Customer,68,Business travel,Eco Plus,451,2,2,2,2,3,3,3,2,2,2,2,2,2,3,0,25.0,neutral or dissatisfied
3660679,26125,Male,Loyal Customer,47,Business travel,Business,1813,4,1,4,1,2,4,4,4,4,4,4,5,5,3,0,0.0,satisfied
7727483,51090,Female,Loyal Customer,15,Personal Travel,Business,243,3,3,3,3,3,4,4,4,4,3,4,4,4,3,0,0.0,satisfied
10908721,103136,Male,Loyal Customer,58,Business travel,Business,540,0,4,0,3,3,5,5,2,5,1,5,4,2,3,12,1.0,satisfied
15771057,124516,Female,Loyal Customer,22,Business travel,Eco,377,2,1,3,3,2,3,2,2,1,2,3,3,3,2,0,0.0,neutral or dissatisfied
13841522,2832,Female,Loyal Customer,27,Personal Travel,Eco,152,1,4,2,2,4,1,4,4,3,4,4,2,3,4,4,5.0,neutral or dissatisfied
6553726,17955,Male,Loyal Customer,7,Personal Travel,Eco,417,1,5,1,3,4,0,2,2,5,5,3,5,2,4,2,0.0,neutral or dissatisfied
6132279,21394,Female,Loyal Customer,66,Personal Travel,Eco,714,1,2,2,2,1,1,1,1,3,5,4,1,4,1,0,11.0,neutral or dissatisfied
5516016,119721,Male,Loyal Customer,10,Business travel,Eco,1117,1,3,3,3,4,1,1,4,1,5,3,1,4,3,42,44.0,neutral or dissatisfied
13545337,120486,Female,Loyal Customer,64,Business travel,Eco Plus,1701,2,5,2,1,2,2,2,2,3,2,3,3,3,2,2,1.0,neutral or dissatisfied
13726406,111188,Female,Loyal Customer,59,Business travel,Business,243,5,5,5,5,3,5,3,3,1,1,3,4,3,3,0,2.0,satisfied
4832594,57365,Male,disloyal Customer,23,Business travel,Eco Plus,1123,4,3,4,3,5,4,5,5,3,1,3,5,4,5,0,0.0,satisfied
1245207,-121,Female,Loyal Customer,56,Business travel,Business,3137,2,4,2,4,5,2,4,4,3,5,3,4,3,4,4,0.0,neutral or dissatisfied
13313804,95243,Female,Loyal Customer,47,Personal Travel,Eco,300,3,5,3,3,5,4,5,5,5,5,5,5,5,5,11,0.0,satisfied
5256081,125195,Male,Loyal Customer,53,Personal Travel,Business,2140,1,1,1,1,4,4,4,3,3,5,5,3,3,4,13,0.0,neutral or dissatisfied
2897031,64106,Female,Loyal Customer,59,Personal Travel,Eco,347,1,5,1,1,4,4,5,5,5,5,5,5,5,5,0,0.0,neutral or dissatisfied
7997958,79385,Female,Loyal Customer,41,Business travel,Business,2131,4,4,4,4,3,4,3,4,3,4,5,3,5,3,0,0.0,satisfied
6850177,83784,Male,Loyal Customer,29,Business travel,Eco,620,3,3,3,3,3,3,3,3,3,5,3,2,5,3,3,0.0,neutral or dissatisfied
1406607,56453,Male,Loyal Customer,56,Business travel,Business,2777,1,1,1,1,2,4,5,4,4,4,4,3,4,1,0,0.0,satisfied
16227114,11324,Male,Loyal Customer,51,Business travel,Eco Plus,2024,1,3,0,3,1,1,1,1,1,1,3,2,4,1,0,0.0,neutral or dissatisfied
14932338,39517,Male,Loyal Customer,61,Business travel,Business,2386,3,3,3,3,2,2,2,2,1,5,5,3,4,2,57,16.0,satisfied
11048781,40889,Male,disloyal Customer,49,Business travel,Eco,1087,4,4,2,2,5,5,5,5,3,3,5,4,5,5,66,0.0,satisfied
16492886,13450,Female,Loyal Customer,22,Business travel,Eco,204,5,5,5,5,2,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
346192,122749,Male,Loyal Customer,30,Business travel,Business,3953,3,2,3,2,5,4,5,5,4,4,4,4,4,5,4,17.0,satisfied
7608550,78523,Female,Loyal Customer,44,Personal Travel,Eco,180,2,2,2,2,4,3,4,1,1,3,3,4,3,1,16,7.0,neutral or dissatisfied
3294939,54661,Male,Loyal Customer,52,Personal Travel,Eco Plus,244,0,2,0,2,1,5,1,1,1,4,3,3,2,1,0,0.0,satisfied
8779130,39051,Female,Loyal Customer,16,Personal Travel,Eco,579,3,2,2,3,3,2,3,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
8944183,119125,Female,Loyal Customer,22,Business travel,Eco,495,1,5,4,1,2,4,2,2,2,5,2,4,1,3,0,0.0,neutral or dissatisfied
2934067,23326,Male,Loyal Customer,57,Business travel,Eco,230,0,1,0,4,3,0,3,3,3,1,3,2,3,4,0,0.0,neutral or dissatisfied
4963471,90662,Male,Loyal Customer,55,Personal Travel,Eco,385,3,3,3,3,5,4,4,4,4,5,4,3,4,4,0,0.0,neutral or dissatisfied
6192300,90036,Male,Loyal Customer,37,Business travel,Eco Plus,2188,4,4,4,4,3,4,4,1,1,1,1,3,1,4,0,0.0,satisfied
15109039,95797,Male,Loyal Customer,60,Business travel,Business,711,4,4,4,4,4,5,5,5,5,5,5,5,5,5,14,9.0,satisfied
515057,81201,Male,disloyal Customer,37,Business travel,Eco,494,2,4,2,2,3,2,3,3,3,2,2,3,3,4,36,26.0,neutral or dissatisfied
8864921,122739,Female,Loyal Customer,32,Business travel,Business,82,4,4,0,0,2,4,2,2,1,3,4,2,2,2,0,22.0,satisfied
15477945,47934,Male,Loyal Customer,44,Personal Travel,Eco,1488,1,1,1,1,5,1,4,5,1,2,5,2,4,5,0,0.0,neutral or dissatisfied
12858803,40402,Female,Loyal Customer,40,Personal Travel,Eco Plus,361,3,5,3,3,4,5,4,4,4,2,5,5,4,4,11,13.0,neutral or dissatisfied
1476748,124240,Male,disloyal Customer,15,Business travel,Eco,398,3,0,3,3,5,2,5,3,4,3,3,5,3,4,0,2.0,neutral or dissatisfied
10736630,68074,Male,Loyal Customer,40,Business travel,Business,1896,3,3,3,4,1,3,3,1,1,1,1,1,1,3,14,0.0,neutral or dissatisfied
15352803,125234,Female,Loyal Customer,25,Personal Travel,Eco,588,1,5,1,3,4,1,1,1,3,5,5,4,5,4,4,0.0,neutral or dissatisfied
12959466,23531,Male,Loyal Customer,57,Business travel,Business,949,0,4,0,4,5,5,5,5,5,2,5,3,5,5,3,2.0,satisfied
12727583,2430,Female,Loyal Customer,41,Business travel,Eco,176,4,5,4,4,4,4,1,4,4,4,4,3,5,4,0,0.0,satisfied
8726071,81291,Male,Loyal Customer,46,Business travel,Business,2586,2,5,2,4,4,4,4,4,3,3,4,3,3,4,0,0.0,neutral or dissatisfied
8307032,128317,Female,disloyal Customer,10,Business travel,Eco,962,2,1,4,4,3,2,1,2,3,2,4,2,4,1,0,0.0,neutral or dissatisfied
10683797,87768,Male,Loyal Customer,21,Business travel,Business,909,4,4,4,1,2,4,1,2,4,2,5,3,4,2,0,0.0,satisfied
15648003,120330,Male,Loyal Customer,34,Business travel,Business,3836,5,4,5,5,4,4,4,4,5,5,5,3,5,4,16,15.0,satisfied
11574291,116148,Male,Loyal Customer,11,Personal Travel,Eco,494,1,5,1,3,4,1,4,4,4,4,4,3,4,4,10,16.0,neutral or dissatisfied
4113446,87284,Male,Loyal Customer,33,Business travel,Business,485,1,1,1,1,2,4,2,5,5,5,5,5,5,3,24,14.0,satisfied
5166084,85418,Female,Loyal Customer,25,Personal Travel,Eco Plus,1093,1,4,1,3,1,1,1,1,2,5,3,4,2,1,59,89.0,neutral or dissatisfied
14703706,116255,Female,Loyal Customer,42,Business travel,Eco Plus,261,2,2,2,2,2,2,2,2,4,4,3,2,3,2,0,2.0,neutral or dissatisfied
11147592,125001,Female,Loyal Customer,39,Business travel,Business,1196,4,5,5,5,2,4,1,4,4,4,4,3,4,4,0,0.0,satisfied
6415179,33986,Male,Loyal Customer,45,Business travel,Business,2244,0,2,2,2,1,0,1,1,5,3,5,4,5,1,0,0.0,satisfied
7943312,102777,Female,disloyal Customer,23,Business travel,Business,695,4,1,4,4,2,3,3,2,2,3,3,1,2,2,42,34.0,neutral or dissatisfied
9697217,9503,Male,Loyal Customer,31,Business travel,Business,336,1,2,2,2,4,1,2,4,5,5,5,4,5,4,0,8.0,satisfied
2750907,90073,Female,Loyal Customer,62,Business travel,Business,2397,4,3,5,1,4,4,5,5,4,5,5,5,5,5,0,3.0,satisfied
9456446,33642,Female,Loyal Customer,17,Personal Travel,Eco,207,1,4,0,3,4,1,1,4,4,4,4,3,4,4,88,158.0,neutral or dissatisfied
4114342,87237,Female,Loyal Customer,44,Business travel,Business,1448,0,4,3,1,3,3,3,3,4,4,5,5,5,3,0,0.0,satisfied
3314946,35629,Female,Loyal Customer,34,Business travel,Business,2022,2,2,5,2,2,2,2,2,2,2,2,4,2,2,5,8.0,neutral or dissatisfied
4225994,91907,Male,Loyal Customer,22,Business travel,Business,436,5,1,5,5,4,4,4,0,3,5,5,4,3,4,2,34.0,satisfied
9075643,-3426,Male,disloyal Customer,38,Business travel,Business,249,4,5,1,5,2,1,2,5,5,5,5,3,5,5,0,4.0,neutral or dissatisfied
11420551,99954,Female,Loyal Customer,32,Business travel,Business,2186,0,3,0,5,4,5,4,3,3,1,1,3,3,3,18,0.0,satisfied
7445937,58961,Female,Loyal Customer,11,Personal Travel,Eco,399,1,3,1,3,5,4,5,4,4,4,4,5,4,4,0,0.0,neutral or dissatisfied
7836919,44699,Male,disloyal Customer,44,Business travel,Business,353,4,4,4,4,5,4,5,5,1,2,5,5,5,3,0,0.0,satisfied
12915647,88341,Female,Loyal Customer,40,Personal Travel,Eco,323,4,5,3,3,2,4,5,2,3,2,1,3,2,4,0,0.0,neutral or dissatisfied
16340018,4510,Female,Loyal Customer,34,Business travel,Eco Plus,2995,1,3,1,4,1,1,5,1,4,1,3,1,3,4,11,15.0,neutral or dissatisfied
10878684,91182,Male,Loyal Customer,61,Business travel,Eco,665,5,5,5,5,4,5,4,2,2,2,2,3,2,4,10,12.0,satisfied
3020837,46672,Female,Loyal Customer,49,Personal Travel,Eco,1495,4,3,4,3,2,4,2,2,5,5,5,3,5,2,0,0.0,neutral or dissatisfied
7437279,6854,Male,Loyal Customer,60,Business travel,Business,322,2,2,2,2,2,2,2,4,4,5,5,5,4,3,0,0.0,satisfied
2726266,26721,Male,disloyal Customer,20,Business travel,Eco Plus,195,0,0,0,3,5,0,2,3,5,2,3,2,4,3,0,0.0,satisfied
8695388,49137,Male,Loyal Customer,33,Business travel,Eco Plus,472,5,5,5,5,4,5,4,4,4,4,4,5,4,4,0,4.0,satisfied
3969548,117946,Male,Loyal Customer,7,Personal Travel,Eco,1153,1,5,0,3,1,1,5,1,4,5,4,5,4,5,90,110.0,neutral or dissatisfied
10177300,92682,Female,Loyal Customer,36,Business travel,Eco Plus,1100,0,5,0,4,4,5,2,2,2,2,2,1,3,4,15,8.0,satisfied
10826723,15549,Male,disloyal Customer,34,Business travel,Eco,3144,4,5,4,3,5,4,2,5,1,1,4,2,3,5,79,79.0,satisfied
15654850,88796,Male,disloyal Customer,11,Business travel,Business,907,5,1,5,5,3,4,3,4,4,3,4,5,4,4,17,0.0,neutral or dissatisfied
9934878,101599,Male,Loyal Customer,45,Business travel,Eco,266,3,2,4,2,4,3,3,3,4,5,3,1,3,4,4,0.0,neutral or dissatisfied
8978523,123727,Female,Loyal Customer,11,Personal Travel,Eco,78,2,5,2,2,5,1,5,2,3,3,4,4,4,5,0,0.0,neutral or dissatisfied
2422198,11565,Female,disloyal Customer,35,Business travel,Eco,605,1,2,2,3,4,1,3,3,1,5,3,2,5,4,3,0.0,neutral or dissatisfied
7182772,99654,Female,Loyal Customer,17,Business travel,Business,1541,0,0,0,4,2,0,4,2,5,1,1,4,5,4,2,3.0,satisfied
4090308,15640,Female,Loyal Customer,43,Business travel,Eco,741,2,4,2,3,0,1,2,4,4,4,5,3,4,3,0,0.0,satisfied
5501758,46484,Female,Loyal Customer,59,Personal Travel,Eco,154,4,1,1,3,5,4,5,4,4,4,4,5,4,3,0,12.0,neutral or dissatisfied
206941,87742,Female,Loyal Customer,55,Personal Travel,Eco,880,1,3,1,3,2,1,2,1,1,5,4,1,3,1,252,96.0,neutral or dissatisfied
12013457,118308,Male,Loyal Customer,52,Personal Travel,Eco,1016,3,3,3,3,4,3,2,5,5,5,3,3,5,3,16,4.0,neutral or dissatisfied
6177922,86911,Female,disloyal Customer,50,Business travel,Business,320,1,2,2,2,1,1,1,1,4,5,3,4,4,1,44,34.0,neutral or dissatisfied
14385599,90861,Male,Loyal Customer,35,Business travel,Business,3413,3,3,3,3,3,5,5,3,4,5,5,5,5,3,0,0.0,satisfied
10836523,126202,Male,disloyal Customer,30,Business travel,Eco,363,4,4,4,3,5,4,5,5,1,2,2,3,1,5,0,0.0,neutral or dissatisfied
4500467,89826,Male,Loyal Customer,38,Business travel,Business,707,2,3,3,3,5,2,5,5,4,4,4,4,4,5,0,0.0,neutral or dissatisfied
12044374,121066,Female,disloyal Customer,32,Business travel,Business,228,4,3,3,3,2,2,2,2,1,5,4,2,4,2,4,1.0,neutral or dissatisfied
661305,8107,Male,Loyal Customer,56,Business travel,Business,2409,0,4,4,4,5,5,4,1,1,5,1,3,1,5,10,1.0,satisfied
14679466,38098,Female,Loyal Customer,56,Business travel,Business,2328,3,3,3,3,4,3,4,4,4,2,2,2,2,4,0,0.0,satisfied
6629859,119565,Female,Loyal Customer,62,Personal Travel,Eco,161,4,4,4,4,5,4,4,5,3,2,3,5,5,5,4,13.0,neutral or dissatisfied
9760898,108986,Male,Loyal Customer,45,Business travel,Business,4114,5,1,1,5,2,5,4,3,3,4,3,5,4,4,0,5.0,satisfied
15242092,84208,Male,Loyal Customer,22,Personal Travel,Eco,2145,3,5,3,5,3,3,5,4,4,5,4,5,4,4,2,12.0,neutral or dissatisfied
4488419,15280,Male,disloyal Customer,35,Business travel,Eco Plus,249,2,4,3,3,5,3,2,5,3,4,4,2,4,5,0,0.0,neutral or dissatisfied
7808904,112183,Female,Loyal Customer,18,Business travel,Business,1365,0,4,0,4,2,4,2,2,4,3,4,2,4,2,15,29.0,satisfied
14306026,56601,Female,disloyal Customer,20,Business travel,Business,208,4,4,4,4,4,4,4,4,4,1,3,3,3,4,17,5.0,satisfied
15940537,25785,Male,Loyal Customer,52,Business travel,Eco,1142,2,2,2,2,5,2,5,5,3,2,3,5,4,5,10,6.0,neutral or dissatisfied
6367418,10391,Male,Loyal Customer,49,Business travel,Eco,557,1,4,4,4,4,3,1,1,3,1,3,1,3,1,17,13.0,neutral or dissatisfied
6406160,47589,Male,Loyal Customer,58,Business travel,Business,3527,0,3,5,3,4,5,5,5,5,4,5,5,5,5,13,12.0,satisfied
1768895,121993,Male,Loyal Customer,19,Personal Travel,Business,1217,4,4,4,3,4,4,4,3,3,3,3,4,3,4,20,0.0,neutral or dissatisfied
3743574,5646,Male,Loyal Customer,22,Business travel,Business,3944,5,5,5,5,4,5,5,4,5,4,5,3,5,4,75,86.0,satisfied
7892959,110106,Male,disloyal Customer,12,Business travel,Business,900,3,3,3,3,3,3,2,3,3,2,4,2,5,3,0,0.0,neutral or dissatisfied
4719746,59175,Male,Loyal Customer,47,Business travel,Business,2256,3,3,2,3,3,4,5,5,4,5,4,4,5,3,4,0.0,satisfied
13261249,104052,Female,Loyal Customer,61,Business travel,Business,2503,3,3,4,3,2,4,2,2,4,3,5,3,3,2,17,0.0,satisfied
3538426,98074,Female,Loyal Customer,51,Business travel,Business,1053,1,1,3,1,3,4,3,3,3,3,1,4,1,3,5,2.0,satisfied
10245794,23185,Female,Loyal Customer,10,Personal Travel,Eco,874,4,4,4,4,3,4,3,3,3,3,3,3,3,4,5,3.0,neutral or dissatisfied
6674618,29357,Male,Loyal Customer,58,Business travel,Eco,314,4,1,2,1,3,4,3,3,4,1,2,5,3,3,3,0.0,neutral or dissatisfied
2333628,16400,Male,Loyal Customer,49,Personal Travel,Eco Plus,250,4,4,3,1,2,1,2,4,4,4,4,3,1,2,0,0.0,neutral or dissatisfied
7464350,87881,Male,Loyal Customer,18,Business travel,Business,1820,2,2,2,2,5,4,5,4,4,4,4,2,4,4,12,37.0,neutral or dissatisfied
12694339,125092,Female,Loyal Customer,62,Business travel,Business,2435,2,4,5,5,1,3,3,2,2,2,2,2,2,1,12,8.0,neutral or dissatisfied
10166176,107983,Female,disloyal Customer,41,Business travel,Business,370,5,4,5,5,5,2,5,1,1,5,4,3,5,1,11,9.0,neutral or dissatisfied
1256583,1079,Female,Loyal Customer,13,Business travel,Eco,137,4,4,4,3,2,5,2,2,1,2,2,3,2,2,0,0.0,satisfied
6226526,82544,Female,Loyal Customer,55,Business travel,Business,1565,1,1,1,1,5,1,4,4,3,3,3,4,3,5,0,4.0,satisfied
2062050,33815,Female,Loyal Customer,13,Business travel,Eco,836,1,5,5,1,2,4,2,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
7394166,2004,Female,Loyal Customer,57,Business travel,Business,62,4,3,3,3,2,5,4,5,5,4,5,5,5,3,0,0.0,satisfied
4888914,95313,Male,Loyal Customer,56,Business travel,Business,2275,4,3,3,2,4,4,4,4,3,5,5,5,5,4,1,3.0,satisfied
2758537,4461,Female,disloyal Customer,42,Business travel,Business,2843,3,4,4,4,5,4,4,2,3,3,3,4,3,4,17,0.0,neutral or dissatisfied
12117190,88142,Female,Loyal Customer,54,Personal Travel,Eco,130,1,5,0,3,5,0,5,2,3,4,4,5,1,5,11,11.0,neutral or dissatisfied
13574312,6678,Female,Loyal Customer,44,Business travel,Eco,142,4,4,4,4,4,4,4,4,1,1,3,2,1,4,3,3.0,satisfied
16512952,35219,Female,Loyal Customer,12,Personal Travel,Eco,463,2,5,2,1,1,3,4,4,4,5,4,5,4,3,0,16.0,neutral or dissatisfied
16368992,10972,Female,disloyal Customer,19,Business travel,Eco Plus,82,0,0,0,3,2,0,2,2,3,2,3,4,2,2,4,0.0,satisfied
15979064,122186,Female,Loyal Customer,14,Personal Travel,Eco Plus,199,2,4,2,3,2,2,2,2,1,3,4,5,4,2,5,16.0,neutral or dissatisfied
13972489,10314,Male,disloyal Customer,15,Business travel,Eco,447,4,4,4,2,5,4,5,4,4,5,4,5,4,4,0,0.0,satisfied
1754724,94324,Female,Loyal Customer,25,Personal Travel,Eco,1154,1,1,1,3,1,1,1,1,3,3,3,4,1,1,0,2.0,neutral or dissatisfied
1046120,37021,Male,Loyal Customer,25,Business travel,Eco,247,1,3,3,3,5,4,5,5,4,1,4,5,4,5,11,54.0,neutral or dissatisfied
9610187,86213,Male,Loyal Customer,14,Personal Travel,Eco,1159,4,4,4,3,4,4,4,4,4,4,5,3,4,4,14,0.0,satisfied
6732463,82745,Male,disloyal Customer,13,Personal Travel,Eco,715,1,4,4,4,5,5,5,5,3,4,5,3,4,5,0,0.0,neutral or dissatisfied
8985235,87031,Male,Loyal Customer,19,Business travel,Business,1326,2,1,2,4,3,2,5,4,4,4,4,3,4,3,0,0.0,satisfied
15816915,111003,Female,Loyal Customer,37,Business travel,Business,3610,3,3,3,2,4,3,3,2,2,2,2,1,2,3,19,17.0,neutral or dissatisfied
15076176,11547,Female,disloyal Customer,23,Business travel,Eco Plus,94,2,3,3,3,2,2,3,2,2,1,2,2,3,2,0,0.0,neutral or dissatisfied
7946561,77395,Male,Loyal Customer,48,Business travel,Business,3402,3,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
8560015,54017,Female,Loyal Customer,59,Business travel,Business,3010,4,4,4,3,2,5,5,4,4,4,5,3,4,3,9,0.0,satisfied
13671581,94140,Male,Loyal Customer,26,Business travel,Business,1650,1,1,1,1,5,4,5,5,3,3,5,5,4,5,31,24.0,satisfied
10877380,91368,Male,Loyal Customer,60,Business travel,Business,3196,1,1,1,1,2,4,4,5,4,4,5,5,5,5,30,44.0,satisfied
9889852,79049,Female,Loyal Customer,22,Business travel,Business,728,2,2,5,5,3,2,3,3,3,4,3,1,4,3,93,44.0,neutral or dissatisfied
1294642,19723,Female,Loyal Customer,7,Personal Travel,Eco,1040,1,2,3,3,1,1,1,1,1,3,3,1,4,1,36,34.0,neutral or dissatisfied
16479913,113783,Male,Loyal Customer,57,Business travel,Business,896,1,1,1,1,2,2,2,2,1,2,3,5,3,2,14,11.0,satisfied
8375478,87104,Female,Loyal Customer,56,Personal Travel,Eco,448,1,1,1,1,5,4,4,1,4,2,5,5,4,5,4,0.0,neutral or dissatisfied
16502109,89453,Female,Loyal Customer,38,Personal Travel,Eco,497,1,4,1,3,3,1,5,5,4,5,4,4,3,5,6,3.0,neutral or dissatisfied
9195677,20239,Male,Loyal Customer,48,Personal Travel,Eco,343,2,4,2,2,1,2,2,1,1,2,3,3,1,1,0,0.0,neutral or dissatisfied
6897369,105364,Female,disloyal Customer,23,Business travel,Eco,508,1,1,1,1,5,3,3,3,2,2,2,4,1,1,0,0.0,neutral or dissatisfied
2060140,86748,Male,Loyal Customer,56,Personal Travel,Eco,262,3,5,3,3,4,3,4,4,4,5,4,5,3,4,0,0.0,neutral or dissatisfied
5719507,61636,Male,Loyal Customer,58,Personal Travel,Eco,971,2,2,2,2,5,2,5,3,3,4,1,5,2,5,0,0.0,neutral or dissatisfied
11718184,93141,Female,Loyal Customer,37,Business travel,Business,1754,2,3,1,3,2,2,2,2,4,2,4,3,4,2,30,26.0,neutral or dissatisfied
2083899,25577,Male,disloyal Customer,53,Business travel,Eco Plus,354,3,3,3,3,5,4,5,5,3,5,4,3,5,5,8,35.0,satisfied
12361717,127169,Female,Loyal Customer,53,Business travel,Eco Plus,102,4,5,5,3,2,4,5,2,3,3,3,4,3,4,10,11.0,neutral or dissatisfied
2714628,7796,Male,Loyal Customer,62,Business travel,Business,1833,5,4,4,2,2,4,1,5,5,5,5,3,5,3,0,6.0,satisfied
11544552,110096,Female,Loyal Customer,21,Business travel,Eco,452,0,5,0,3,2,0,2,2,5,2,5,3,5,2,79,50.0,satisfied
12410721,26765,Male,Loyal Customer,30,Business travel,Business,1006,3,3,3,3,4,4,5,2,2,3,2,1,2,4,0,0.0,neutral or dissatisfied
11523242,10503,Female,disloyal Customer,17,Business travel,Business,316,4,5,5,5,2,4,2,2,1,1,1,2,1,2,0,0.0,neutral or dissatisfied
669838,29558,Female,Loyal Customer,55,Personal Travel,Eco,319,2,4,2,1,2,2,2,2,3,4,5,5,5,2,0,0.0,neutral or dissatisfied
5070207,74560,Female,Loyal Customer,38,Business travel,Business,3645,5,4,5,3,5,4,5,3,3,4,5,1,3,3,11,0.0,satisfied
4977001,86022,Female,disloyal Customer,42,Business travel,Business,862,3,4,4,4,3,3,2,5,5,5,5,3,5,5,0,0.0,neutral or dissatisfied
15398264,95151,Male,Loyal Customer,67,Business travel,Business,3486,1,1,1,1,2,4,4,3,4,5,3,4,3,3,13,24.0,satisfied
4062723,4487,Female,Loyal Customer,50,Personal Travel,Eco,626,3,4,3,4,3,3,5,0,1,1,5,3,0,3,12,10.0,neutral or dissatisfied
